adr_path,title,status,related_closed_plan_count,related_closed_plans,related_closed_initiatives,textually_referenced_closed_plans,textually_referenced_closed_initiatives,canonical_decision_ids,coverage_notes
l1/docs/decisions/0005-floating-point-semantics.md,Floating-Point Semantics,Accepted,6,l1/work/plans/bug-fixes/closed/2026-06-08-stage1-case-builtin-literal-support-noref.md | l1/work/plans/features/closed/2026-04-04-l1-float-double-literals-noref.md | l1/work/plans/features/closed/2026-04-10-l1-numeric-literal-lexer-groundwork-noref.md | l1/work/plans/features/closed/2026-04-13-l1-float-backend-contract-followup-noref.md | l1/work/plans/features/closed/2026-04-14-l1-std-real-module-noref.md | l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md,,l1/work/plans/features/closed/2026-04-04-l1-float-double-literals-noref.md | l1/work/plans/features/closed/2026-04-13-l1-float-backend-contract-followup-noref.md | l1/work/plans/features/closed/2026-04-14-l1-std-real-module-noref.md,,DEA-CANON-0187 | DEA-CANON-0188 | DEA-CANON-0189 | DEA-CANON-0190 | DEA-CANON-0191 | DEA-CANON-0192 | DEA-CANON-0193 | DEA-CANON-0194 | DEA-CANON-0195 | DEA-CANON-0196 | DEA-CANON-0197 | DEA-CANON-0216 | DEA-CANON-0217 | DEA-CANON-0218 | DEA-CANON-0219 | DEA-CANON-0220 | DEA-CANON-0221 | DEA-CANON-0222 | DEA-CANON-0242 | DEA-CANON-0244 | DEA-CANON-0433 | DEA-CANON-0434 | DEA-CANON-0436 | DEA-CANON-0489,"Three closed L1 plans establish literals, the backend floating contract, and the `std.real` surface."
l1/docs/decisions/0006-const-declarations.md,Const Declarations,Accepted,1,l1/work/plans/features/closed/2026-04-18-l1-const-declarations-noref.md,,l1/work/plans/features/closed/2026-04-18-l1-const-declarations-noref.md,,DEA-CANON-0274 | DEA-CANON-0275 | DEA-CANON-0276 | DEA-CANON-0277 | DEA-CANON-0278 | DEA-CANON-0279,One closed L1 feature plan directly establishes top-level compile-time constants.
l1/docs/decisions/0007-function-pointer-types.md,Function Pointer Types,Accepted,2,l1/work/plans/features/closed/2026-04-18-l1-function-pointer-types-noref.md | l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,,l1/work/plans/features/closed/2026-04-18-l1-function-pointer-types-noref.md,,DEA-CANON-0280 | DEA-CANON-0281 | DEA-CANON-0282 | DEA-CANON-0283 | DEA-CANON-0284 | DEA-CANON-0285 | DEA-CANON-0286 | DEA-CANON-0287 | DEA-CANON-0364 | DEA-CANON-0365 | DEA-CANON-0366 | DEA-CANON-0368,"One closed L1 feature plan directly establishes function-pointer syntax, compatibility, and ABI lowering."
l1/docs/decisions/0008-lbi-symbol-mangling.md,LBI Symbol Mangling,Accepted,7,l1/work/plans/features/closed/2026-04-18-l1-const-declarations-noref.md | l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md | l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md | l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md | l1/work/plans/features/closed/2026-05-10-fixed-size-array-primitive-noref.md | l1/work/plans/features/closed/2026-05-19-stage1-slices-len-slice-intrinsics-noref.md | l1/work/plans/refactors/closed/2026-05-11-unified-lbi-mangling-noref.md,,l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md | l1/work/plans/refactors/closed/2026-05-11-unified-lbi-mangling-noref.md | l1/work/plans/features/closed/2026-05-19-stage1-slices-len-slice-intrinsics-noref.md,l1/work/initiatives/closed/0002-runtime-static-library.md,DEA-CANON-0278 | DEA-CANON-0319 | DEA-CANON-0332 | DEA-CANON-0333 | DEA-CANON-0334 | DEA-CANON-0335 | DEA-CANON-0336 | DEA-CANON-0337 | DEA-CANON-0338 | DEA-CANON-0368 | DEA-CANON-0393 | DEA-CANON-0397 | DEA-CANON-0403 | DEA-CANON-0404 | DEA-CANON-0405 | DEA-CANON-0406 | DEA-CANON-0407 | DEA-CANON-0408 | DEA-CANON-0409 | DEA-CANON-0424,Three closed plans plus the closed runtime-static-library initiative establish and unify recursive LBI mangling.
l1/docs/decisions/0009-module-visibility-exports-imports.md,"Module Visibility, Exports, and Imports",Accepted,3,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md | l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md | l1/work/plans/features/closed/2026-06-13-opaque-type-exports-and-layout-hiding-noref.md,,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,,DEA-CANON-0324 | DEA-CANON-0325 | DEA-CANON-0326 | DEA-CANON-0327 | DEA-CANON-0328 | DEA-CANON-0329 | DEA-CANON-0330 | DEA-CANON-0331 | DEA-CANON-0335 | DEA-CANON-0336 | DEA-CANON-0473,One closed plan establishes export manifests and import forms; the broader open separate-compilation initiative is excluded.
l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Unsafe Marker and Raw-Pointer Indexing,Accepted,4,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md | l1/work/plans/features/closed/2026-05-09-raw-pointer-indexing-semantics-noref.md | l1/work/plans/refactors/closed/2026-05-11-unified-lbi-mangling-noref.md | work/plans/features/closed/2026-07-05-shared-compiler-runtime-quarantine-default-noref.md,,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md | l1/work/plans/features/closed/2026-05-09-raw-pointer-indexing-semantics-noref.md,l1/work/initiatives/closed/0004-array-primitives-and-unsafe-marker.md,DEA-CANON-0363 | DEA-CANON-0364 | DEA-CANON-0365 | DEA-CANON-0366 | DEA-CANON-0367 | DEA-CANON-0369 | DEA-CANON-0370 | DEA-CANON-0374 | DEA-CANON-0375 | DEA-CANON-0376 | DEA-CANON-0377 | DEA-CANON-0379 | DEA-CANON-0407 | DEA-CANON-0540,Two closed feature plans and the closed array/unsafe initiative establish the function-level gate and pointer-indexing policy.
l1/docs/decisions/0011-fixed-size-array-policy.md,Fixed-Size Array Policy,Accepted,4,l1/work/plans/features/closed/2026-05-10-fixed-size-array-primitive-noref.md | l1/work/plans/features/closed/2026-05-11-ordered-type-suffix-constructors-noref.md | l1/work/plans/features/closed/2026-05-19-stage1-slices-len-slice-intrinsics-noref.md | l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,,l1/work/plans/features/closed/2026-05-10-fixed-size-array-primitive-noref.md | l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,l1/work/initiatives/closed/0004-array-primitives-and-unsafe-marker.md,DEA-CANON-0383 | DEA-CANON-0384 | DEA-CANON-0385 | DEA-CANON-0386 | DEA-CANON-0387 | DEA-CANON-0388 | DEA-CANON-0389 | DEA-CANON-0390 | DEA-CANON-0391 | DEA-CANON-0392 | DEA-CANON-0393 | DEA-CANON-0394 | DEA-CANON-0395 | DEA-CANON-0396 | DEA-CANON-0397 | DEA-CANON-0426 | DEA-CANON-0485,Two closed plans and the closed array/unsafe initiative establish fixed arrays and later constant-bound contexts.
l1/docs/decisions/0012-ordered-type-suffix-constructors.md,Ordered Type Suffix Constructors,Accepted,2,l1/work/plans/features/closed/2026-05-10-fixed-size-array-primitive-noref.md | l1/work/plans/features/closed/2026-05-11-ordered-type-suffix-constructors-noref.md,,l1/work/plans/features/closed/2026-05-11-ordered-type-suffix-constructors-noref.md,,DEA-CANON-0384 | DEA-CANON-0387 | DEA-CANON-0398 | DEA-CANON-0399 | DEA-CANON-0400 | DEA-CANON-0401 | DEA-CANON-0402,One closed L1 feature plan directly establishes source-significant left-to-right suffix composition.
l1/docs/decisions/0013-opaque-type-exports-and-layout-hiding-visibility.md,Opaque Type Exports and Layout-Hiding Visibility,Accepted,2,l1/work/plans/features/closed/2026-04-24-separate-compilation-driver-surface-noref.md | l1/work/plans/features/closed/2026-06-13-opaque-type-exports-and-layout-hiding-noref.md,,l1/work/plans/features/closed/2026-06-13-opaque-type-exports-and-layout-hiding-noref.md,,DEA-CANON-0469 | DEA-CANON-0471 | DEA-CANON-0473 | DEA-CANON-0474 | DEA-CANON-0475 | DEA-CANON-0476 | DEA-CANON-0477 | DEA-CANON-0478 | DEA-CANON-0479 | DEA-CANON-0480 | DEA-CANON-0481,One closed plan implements endpoints-only opacity; the open separate-compilation initiative is excluded.
l1/docs/decisions/0014-module-interface-artifact.md,Module Interface Artifact,Accepted,6,l1/work/plans/bug-fixes/closed/2026-07-20-stage1-module-interface-resolution-hardening-noref.md | l1/work/plans/features/closed/2026-04-24-module-interface-emission-noref.md | l1/work/plans/features/closed/2026-04-24-separate-compilation-driver-surface-noref.md | l1/work/plans/features/closed/2026-06-13-opaque-type-exports-and-layout-hiding-noref.md | l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md | l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,,l1/work/plans/features/closed/2026-04-24-module-interface-emission-noref.md | l1/work/plans/features/closed/2026-04-24-separate-compilation-driver-surface-noref.md | l1/work/plans/features/closed/2026-07-17-separate-compilation-artifact-layout-and-module-graph-noref.md | l1/work/plans/features/closed/2026-07-17-interface-fingerprint-canonicalization-and-verification-noref.md | l1/work/plans/features/closed/2026-07-17-object-metadata-emission-and-readers-noref.md,,DEA-CANON-0453 | DEA-CANON-0454 | DEA-CANON-0455 | DEA-CANON-0456 | DEA-CANON-0457 | DEA-CANON-0458 | DEA-CANON-0459 | DEA-CANON-0460 | DEA-CANON-0461 | DEA-CANON-0462 | DEA-CANON-0468 | DEA-CANON-0477 | DEA-CANON-0491 | DEA-CANON-0506 | DEA-CANON-0603,"Five closed plans evolve the textual interface, graph replay, fingerprints, and metadata; the open initiative is excluded."
l1/docs/decisions/0015-slice-types-and-intrinsics.md,Slice Types and `len`/`slice` Intrinsics,Accepted,1,l1/work/plans/features/closed/2026-05-19-stage1-slices-len-slice-intrinsics-noref.md,,l1/work/plans/features/closed/2026-05-19-stage1-slices-len-slice-intrinsics-noref.md | l1/work/plans/features/closed/2026-05-10-fixed-size-array-primitive-noref.md,,DEA-CANON-0412 | DEA-CANON-0413 | DEA-CANON-0414 | DEA-CANON-0415 | DEA-CANON-0416 | DEA-CANON-0417 | DEA-CANON-0418 | DEA-CANON-0419 | DEA-CANON-0420 | DEA-CANON-0421 | DEA-CANON-0422 | DEA-CANON-0423 | DEA-CANON-0424 | DEA-CANON-0425 | DEA-CANON-0426,Two closed array/slice plans establish non-owning escape-restricted slices and compiler-owned intrinsics.
l1/docs/decisions/0016-compile-time-constant-value-contexts.md,Compile-Time Constant Value Contexts,Accepted,4,l1/work/plans/features/closed/2026-05-10-fixed-size-array-primitive-noref.md | l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md | l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md | l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,,l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md | l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md | l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,,DEA-CANON-0385 | DEA-CANON-0386 | DEA-CANON-0482 | DEA-CANON-0483 | DEA-CANON-0484 | DEA-CANON-0485 | DEA-CANON-0486 | DEA-CANON-0487 | DEA-CANON-0488 | DEA-CANON-0489 | DEA-CANON-0490 | DEA-CANON-0491 | DEA-CANON-0492 | DEA-CANON-0501 | DEA-CANON-0502 | DEA-CANON-0503 | DEA-CANON-0504 | DEA-CANON-0505 | DEA-CANON-0506 | DEA-CANON-0507 | DEA-CANON-0508 | DEA-CANON-0509,"Three closed plans establish named constant contexts, scalar casts, and recursive constant evaluation."
l1/docs/decisions/0017-l1-variadic-functions.md,L1 Variadic Functions,Accepted,1,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md | l1/work/plans/features/closed/2026-05-19-stage1-slices-len-slice-intrinsics-noref.md,,DEA-CANON-0311 | DEA-CANON-0312 | DEA-CANON-0313 | DEA-CANON-0314 | DEA-CANON-0315 | DEA-CANON-0316 | DEA-CANON-0317 | DEA-CANON-0318 | DEA-CANON-0319,Two closed plans connect the earlier variadic design to the later slice-based ABI.
l1/docs/decisions/0018-canonical-artifact-association-and-module-graph.md,Canonical Artifact Association and Module Graph,Accepted,3,l1/work/plans/bug-fixes/closed/2026-07-20-stage1-module-interface-resolution-hardening-noref.md | l1/work/plans/features/closed/2026-04-24-separate-compilation-driver-surface-noref.md | l1/work/plans/features/closed/2026-07-17-separate-compilation-artifact-layout-and-module-graph-noref.md,,l1/work/plans/features/closed/2026-07-17-separate-compilation-artifact-layout-and-module-graph-noref.md | l1/work/plans/features/closed/2026-07-17-interface-fingerprint-canonicalization-and-verification-noref.md | l1/work/plans/features/closed/2026-07-17-object-metadata-emission-and-readers-noref.md,,DEA-CANON-0463 | DEA-CANON-0464 | DEA-CANON-0467 | DEA-CANON-0468 | DEA-CANON-0470 | DEA-CANON-0472 | DEA-CANON-0588 | DEA-CANON-0589 | DEA-CANON-0590 | DEA-CANON-0591 | DEA-CANON-0592 | DEA-CANON-0593 | DEA-CANON-0594 | DEA-CANON-0595 | DEA-CANON-0596 | DEA-CANON-0597 | DEA-CANON-0598 | DEA-CANON-0599 | DEA-CANON-0600 | DEA-CANON-0601 | DEA-CANON-0602 | DEA-CANON-0604,"Three closed July plans establish identity, discovery, and graph rules; active compile-only and build/run plans are excluded."
l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Whole-Module Interface Fingerprints,Accepted,3,l1/work/plans/features/closed/2026-04-24-module-interface-emission-noref.md | l1/work/plans/features/closed/2026-07-17-interface-fingerprint-canonicalization-and-verification-noref.md | l1/work/plans/features/closed/2026-07-17-separate-compilation-artifact-layout-and-module-graph-noref.md,,l1/work/plans/features/closed/2026-07-17-interface-fingerprint-canonicalization-and-verification-noref.md | l1/work/plans/features/closed/2026-07-17-separate-compilation-artifact-layout-and-module-graph-noref.md | l1/work/plans/features/closed/2026-07-17-object-metadata-emission-and-readers-noref.md,,DEA-CANON-0455 | DEA-CANON-0568 | DEA-CANON-0569 | DEA-CANON-0570 | DEA-CANON-0571 | DEA-CANON-0572 | DEA-CANON-0573 | DEA-CANON-0574 | DEA-CANON-0575 | DEA-CANON-0576 | DEA-CANON-0577 | DEA-CANON-0578 | DEA-CANON-0579 | DEA-CANON-0601,Three closed July plans establish and consume the canonical whole-module fingerprint contract.
l1/docs/decisions/0020-per-module-backend-and-lifecycle-abi.md,Per-Module Backend and Lifecycle ABI,Accepted,4,l1/work/plans/features/closed/2026-04-17-l1-let-non-constant-initializers-noref.md | l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md | l1/work/plans/features/closed/2026-07-17-per-module-backend-and-lifecycle-entrypoints-noref.md | l1/work/plans/refactors/closed/2026-05-11-unified-lbi-mangling-noref.md,,l1/work/plans/features/closed/2026-07-17-per-module-backend-and-lifecycle-entrypoints-noref.md | l1/work/plans/features/closed/2026-07-17-separate-compilation-artifact-layout-and-module-graph-noref.md | l1/work/plans/features/closed/2026-04-24-multi-cu-initialization-and-link-order-noref.md | l1/work/plans/features/closed/2026-07-17-object-metadata-emission-and-readers-noref.md,,DEA-CANON-0261 | DEA-CANON-0262 | DEA-CANON-0337 | DEA-CANON-0409 | DEA-CANON-0580 | DEA-CANON-0581 | DEA-CANON-0582 | DEA-CANON-0583 | DEA-CANON-0584 | DEA-CANON-0585 | DEA-CANON-0586 | DEA-CANON-0587,Four closed plans establish per-module emission and lifecycle ABI; the active link-set plan is excluded.
l1/docs/decisions/0021-portable-object-metadata-and-inspection.md,Portable Object Metadata and Inspection,Accepted,1,l1/work/plans/features/closed/2026-07-17-object-metadata-emission-and-readers-noref.md,,l1/work/plans/features/closed/2026-07-17-object-metadata-emission-and-readers-noref.md | l1/work/plans/features/closed/2026-07-17-interface-fingerprint-canonicalization-and-verification-noref.md | l1/work/plans/features/closed/2026-07-17-per-module-backend-and-lifecycle-entrypoints-noref.md,,DEA-CANON-0605 | DEA-CANON-0606 | DEA-CANON-0607 | DEA-CANON-0608 | DEA-CANON-0609 | DEA-CANON-0610 | DEA-CANON-0611 | DEA-CANON-0612 | DEA-CANON-0613 | DEA-CANON-0614 | DEA-CANON-0615 | DEA-CANON-0616 | DEA-CANON-0617 | DEA-CANON-0618,Three closed July plans establish portable embedded metadata and readers; the active link-set plan is excluded.
