canonical_id,summary,primary_category,secondary_categories,scope,current_status,included_in_current_total,historical_event_ids,incoming_relationship_ids,outgoing_relationship_ids,affected_targets,current_docs,related_adrs,adr_coverage,adr_warranted,reviewer_notes
DEA-CANON-0154,"Each repository owns its own import, commit, and deployment workflow; Dea publishes artifacts or optional notifications rather than assuming destination write ownership.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0160 | DEA-DEC-0582,DEA-REL-0047,DEA-REL-0047,Repository/tooling,.github/workflows/l0-docs-publish.yml | AGENTS.md | CLAUDE.md | l0/docs/README.md,,Not covered,Yes,The general current governance rule subsumes the earlier blog-specific destination-ownership decision and is ADR-worthy as a cross-repository boundary. Included in the prioritized missing-ADR backlog.
DEA-CANON-0155,Any first-party script that does more than set environment variables or exec a binary is implemented in Python; only thin launcher and activation pairs remain shell/cmd.,Repository and process architecture,Portability,Repository/tooling,Retained,Yes,DEA-DEC-0161,,,Repository/tooling,CLAUDE.md | l0/CLAUDE.md,docs/decisions/0004-monorepo-directory-structure.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0156,Make remains the top-level workflow orchestrator after shell implementation logic moves to Python.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0162,,,Repository/tooling,CLAUDE.md | l0/Makefile,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0157,"Each Dea language level is an autonomous subtree that owns its compiler, documentation, tests, scripts, and Makefile.",Repository and process architecture,Bootstrap and self-hosting,Dea-wide,Retained,Yes,DEA-DEC-0163,,,Dea-wide,CLAUDE.md | MONOREPO.md,docs/decisions/0004-monorepo-directory-structure.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0158,Language-specific assets remain inside their level until a second real consumer justifies extraction to a shared root location.,Repository and process architecture,,Dea-wide,Retained,Yes,DEA-DEC-0164,,,Dea-wide,CLAUDE.md | MONOREPO.md,docs/decisions/0004-monorepo-directory-structure.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0159,"Each new language level's Stage 1 compiler is bootstrapped by the preceding level's mature Stage 2 compiler, including L1 from L0 Stage 2.",Bootstrap and self-hosting,Repository and process architecture,Dea-wide,Retained,Yes,DEA-DEC-0165,,,Dea-wide,MONOREPO.md | README.md,docs/decisions/0001-two-stage-architecture.md,Directly covered,Yes,Absorbs the later L1 scaffold instance without double-counting it.
DEA-CANON-0160,Language-agnostic vendored tools and their license/patch metadata live at the monorepo root for reuse across levels.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0166,,,Dea-wide | Repository/tooling,CLAUDE.md | MONOREPO.md,docs/decisions/0004-monorepo-directory-structure.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0161,"The root Makefile owns only monorepo-wide orchestration, including shared environment creation; level workflows remain level-owned.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0167,,,Dea-wide | Repository/tooling,CLAUDE.md | MONOREPO.md | Makefile,docs/decisions/0004-monorepo-directory-structure.md,Covered as part of a broader ADR,Yes,The environment-delegation event is a concrete application of this broader retained repository boundary.
DEA-CANON-0162,"Repository Python tooling uses one root uv workspace, one root virtual environment, and one root lockfile.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0168 | DEA-DEC-0366,DEA-REL-0048,DEA-REL-0048 | DEA-REL-0051,Dea-wide | Repository/tooling | Shared,CLAUDE.md | MONOREPO.md | pyproject.toml,docs/decisions/0004-monorepo-directory-structure.md,Directly covered,Yes,This is the current broadened form of the earlier single-root-venv decision and is recorded by the monorepo ADR.
DEA-CANON-0163,"Pre-commit configuration is a root-owned, monorepo-wide policy applied across level and root-authored content.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0169,,,Dea-wide | Repository/tooling,.pre-commit-config.yaml | CLAUDE.md,docs/decisions/0004-monorepo-directory-structure.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0164,"CI workflows remain under root .github/workflows, while per-level path filters include both the level subtree and every shared root input the workflow consumes.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0170,,,Dea-wide | Repository/tooling,.github/workflows/l0-ci.yml | .github/workflows/l1-ci.yml | MONOREPO.md,docs/decisions/0004-monorepo-directory-structure.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0165,"Windows distribution and install builds statically link the GCC runtime by default, while explicit L0_CFLAGS still override the distribution default.",ABI and linking,CLI and distribution | Portability,L0,Retained,Yes,DEA-DEC-0171,,,L0 | L0 Stage 2,l0/Makefile | l0/docs/specs/compiler/stage2-contract.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0166,Both compiler stages canonicalize generated C #line file paths to forward slashes on every platform.,Backend and C emission,Bootstrap and self-hosting | Portability,L0,Retained,Yes,DEA-DEC-0172,,,L0 | L0 Stage 1 and Stage 2,l0/compiler/stage1_py/l0_c_emitter.py | l0/compiler/stage2_l0/src/c_emitter.l0 | l0/docs/reference/c-backend-design.md,l0/docs/decisions/0011-c-emission-strategy.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0167,UCRT64 with MSYS2 Python is the recommended Windows developer environment and the automatic Windows CI target on pushes and pull requests.,Portability,Repository and process architecture,Repository/tooling,Retained,Yes,DEA-DEC-0173,DEA-REL-0027,,Repository/tooling,.github/workflows/l0-ci.yml | l0/docs/user/README-WINDOWS.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0168,MINGW64 with MSYS2 Python and native Windows Python remain supported Windows configurations exercised through manual workflow dispatch.,Portability,Repository and process architecture,Repository/tooling,Retained,Yes,DEA-DEC-0174,,,Repository/tooling,.github/workflows/l0-ci.yml | l0/docs/user/README-WINDOWS.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0169,Local L1 development defaults to the repository-local L0 Stage 2 compiler.,Bootstrap and self-hosting,,L1 Stage 1,Retained,Yes,DEA-DEC-0175,,,L1 Stage 1 | Shared L0/L1,,l1/docs/decisions/0001-bootstrap-adaptation-strategy.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0170,CI and release bootstrap validation require an explicit upstream compiler path through L1_BOOTSTRAP_L0C.,Bootstrap and self-hosting,,L1 Stage 1,Retained,Yes,DEA-DEC-0176,,,L1 Stage 1 | Shared L0/L1,,l1/docs/decisions/0001-bootstrap-adaptation-strategy.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0171,L1 language files use the .l1 extension while the L1 Stage 1 implementation remains L0 source with .l0.,CLI and distribution,,L1 Stage 1,Retained,Yes,DEA-DEC-0177,,,L1 Stage 1 | Shared L0/L1,l1/docs/reference/grammar.md,,ADR not warranted,No,"The file-extension split is a narrow, clearly documented bootstrap convention and does not justify an ADR."
DEA-CANON-0172,The l1-v* and l1-snapshot-* tag namespaces remain reserved until L1 artifacts are intentionally releasable.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0178,,,Repository/tooling,MONOREPO.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0173,Bare v* tags are invalid for new monorepo releases and L1 does not use dual tags.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0179,,,Repository/tooling,MONOREPO.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0174,"L1 release and snapshot workflows are deferred until install, distribution, launcher, and smoke-test contracts are stable.",Repository and process architecture,,Repository/tooling,Deferred,Yes,DEA-DEC-0180,,,Repository/tooling,MONOREPO.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0175,dea is a compiler-synthesized virtual module with no source file or parsed DriverUnit.,Frontend architecture,,L1 Stage 1,Retained,Yes,DEA-DEC-0181,,DEA-REL-0018,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0002-dea-virtual-prelude-module.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0176,"Every non-dea module implicitly opens dea first at the lowest precedence, so locals and explicit imports shadow it.",Frontend architecture,,L1 Stage 1,Retained,Yes,DEA-DEC-0182,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0002-dea-virtual-prelude-module.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0177,"Qualified dea:: names are always available, and an explicit import dea is redundant rather than a second open.",Frontend architecture,,L1 Stage 1,Retained,Yes,DEA-DEC-0183,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0002-dea-virtual-prelude-module.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0178,Compiler intrinsics dispatch by resolved symbol origin rather than by source spelling.,Semantic analysis,,L1 Stage 1,Retained,Yes,DEA-DEC-0184,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0002-dea-virtual-prelude-module.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0179,Catalog meanings paraphrase the semantic issue while detailed reproducers remain in oracle sources.,Diagnostics and recovery,,Dea-wide,Retained,Yes,DEA-DEC-0185,,,Dea-wide | Shared L0/L1,docs/specs/compiler/diagnostic-code-catalog.md,docs/decisions/0005-diagnostic-code-catalog.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0180,"Dea uses one shared, level- and stage-neutral compiler diagnostic-code catalog.",Diagnostics and recovery,,Dea-wide,Retained,Yes,DEA-DEC-0186,,,Dea-wide | Shared L0/L1,docs/specs/compiler/diagnostic-code-catalog.md,docs/decisions/0005-diagnostic-code-catalog.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0181,ICE codes remain outside the shared diagnostic catalog until a separate shared register is introduced.,Diagnostics and recovery,,Dea-wide,Deferred,Yes,DEA-DEC-0188,,,Dea-wide | Shared L0/L1,docs/specs/compiler/diagnostic-code-catalog.md,docs/decisions/0005-diagnostic-code-catalog.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0182,dea_* and DEA_* are the forward-looking public C ABI naming family; l1_* is not introduced.,ABI and linking,,L1 Stage 1,Retained,Yes,DEA-DEC-0189,,,L1 Stage 1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0003-c-abi-naming-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0183,"The ABI prefix migration applies to every public name emitted into C, not only builtin typedefs.",ABI and linking,,L1 Stage 1,Retained,Yes,DEA-DEC-0190,,,L1 Stage 1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0003-c-abi-naming-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0184,_rt_* remains the private runtime-helper namespace.,ABI and linking,,L1 Stage 1,Retained,Yes,DEA-DEC-0191,,,L1 Stage 1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0003-c-abi-naming-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0185,L1 keeps no compatibility aliases for legacy l0_* public ABI names.,ABI and linking,,L1 Stage 1,Retained,Yes,DEA-DEC-0192,,,L1 Stage 1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0003-c-abi-naming-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0186,Source names beginning with reserved historical or current backend/runtime prefixes are mangled.,ABI and linking,,L1 Stage 1,Retained,Yes,DEA-DEC-0193,,,L1 Stage 1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0003-c-abi-naming-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0187,Unsuffixed real literals have type double.,Type system,,L1,Retained,Yes,DEA-DEC-0194,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0188,A trailing f or F suffix gives a real literal type float.,Language syntax,,L1,Retained,Yes,DEA-DEC-0195,,,L1 | L1 Stage 1,l1/docs/reference/grammar.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0189,float and double are builtin reserved L1 type names.,Type system,,L1,Retained,Yes,DEA-DEC-0196,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0190,"Real-literal grammar accepts decimal forms with optional exponents but rejects .5, 1., and hexadecimal floats.",Language syntax,,L1,Retained,Yes,DEA-DEC-0197,,,L1 | L1 Stage 1,l1/docs/reference/grammar.md,l1/docs/decisions/0005-floating-point-semantics.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0191,L1 float and double lower directly to C float and double scalar types.,Backend and C emission,,L1 Stage 1,Retained,Yes,DEA-DEC-0198,,,L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0192,Floating literal payloads are stored as opaque source strings and emitted verbatim instead of evaluated by the bootstrap compiler.,Backend and C emission,,L1 Stage 1,Retained,Yes,DEA-DEC-0199,,,L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0193,Implicit real conversion permits float to double but requires an explicit cast for double to float.,Type system,,L1,Retained,Yes,DEA-DEC-0200,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0194,"Explicit numeric casts are supported among int, float, and double.",Type system,,L1,Retained,Yes,DEA-DEC-0201,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0195,Floating-point division by zero is defined and does not panic.,Language semantics,,L1,Retained,Yes,DEA-DEC-0202 | DEA-DEC-0225,DEA-REL-0010,DEA-REL-0010,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,Groups 2 historical events.
DEA-CANON-0196,Fitting direct integer literals may flow into typed float or double contexts.,Type system,,L1,Retained,Yes,DEA-DEC-0203,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0197,Mixed int and real binary arithmetic requires an explicit cast.,Type system,,L1,Retained,Yes,DEA-DEC-0204,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0198,"L1 accepts lowercase 0x, 0b, and 0o integer prefixes, with unary minus remaining a separate operator.",Language syntax,,L1,Retained,Yes,DEA-DEC-0205,,,L1 | L1 Stage 1,l1/docs/reference/grammar.md,,ADR not warranted,No,Lowercase radix-prefix spelling is a narrow lexical rule already stable in the grammar and does not justify an ADR.
DEA-CANON-0199,Prefixed literals retain the signed 32-bit int type and range.,Type system,,L1,Retained,Yes,DEA-DEC-0206,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0200,Base-invalid digits are rejected lexically rather than during parsing or typing.,Diagnostics and recovery,,L1 Stage 1,Retained,Yes,DEA-DEC-0207,,,L1 Stage 1,l1/docs/reference/grammar.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0201,tiny is an 8-bit signed integer lowering to dea_tiny.,Type system,,L1,Retained,Yes,DEA-DEC-0208,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0202,byte remains a distinct 8-bit unsigned integer type.,Type system,,L1,Retained,Yes,DEA-DEC-0209,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0203,short is a 16-bit signed integer lowering to dea_short.,Type system,,L1,Retained,Yes,DEA-DEC-0210,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0204,ushort is a 16-bit unsigned integer lowering to dea_ushort.,Type system,,L1,Retained,Yes,DEA-DEC-0211,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0205,Integer literals continue to infer as int rather than as the smallest fitting integer type.,Type system,,L1,Retained,Yes,DEA-DEC-0212,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0206,A fitting compile-time int literal may contextually narrow to a smaller integer type without a runtime check.,Type system,,L1,Retained,Yes,DEA-DEC-0213,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0207,Nonliteral integer narrowing is explicit and uses checked runtime conversion where ranges do not contain one another.,Type system,,L1,Retained,Yes,DEA-DEC-0214,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0208,The full fixed-width integer family uses only the enumerated range-safe implicit widening lattice.,Type system,,L1,Retained,Yes,DEA-DEC-0215 | DEA-DEC-0240,DEA-REL-0011,DEA-REL-0011,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,Groups 2 historical events.
DEA-CANON-0209,Explicit casts are allowed among every implemented integral builtin and out-of-range constants fail at compile time.,Type system,,L1,Retained,Yes,DEA-DEC-0216,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0210,uint remained reserved but unimplemented after the small-integer tranche.,Type system,,L1,Superseded,No,DEA-DEC-0217,,DEA-REL-0012,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0211,long remained reserved but unimplemented after the small-integer tranche.,Type system,,L1,Superseded,No,DEA-DEC-0218,,DEA-REL-0057,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0212,ulong remained reserved but unimplemented after the small-integer tranche.,Type system,,L1,Superseded,No,DEA-DEC-0219,,DEA-REL-0058,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0213,"Stable and normative material belongs under docs/, while plans, proposals, and closed execution history belong under work/.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0220,,,Repository/tooling | Shared L0/L1,work/README.md,docs/decisions/0006-docs-work-taxonomy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0214,Cross-level work defaults to one root-owned shared plan with explicit target statuses.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0221,,,Repository/tooling | Shared L0/L1,work/README.md,docs/decisions/0006-docs-work-taxonomy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0215,Accepted design intent graduates from work artifacts into stable reference or specification documentation.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0222,,,Repository/tooling | Shared L0/L1,work/README.md,docs/decisions/0006-docs-work-taxonomy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0216,"Real literals use TT_REALNUM(sig, exp_text, is_float), preserving significand and exponent components as text.",Frontend architecture,,L1 Stage 1,Retained,Yes,DEA-DEC-0223,,,L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0217,Floating-point arithmetic is non-panicking.,Language semantics,,L1,Retained,Yes,DEA-DEC-0224,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0218,"Supported L1 targets provide IEEE-style signed zero, infinities, NaNs, and non-trapping floating arithmetic.",Portability,,L1,Retained,Yes,DEA-DEC-0226,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0219,L1 defines floating semantics rather than delegating them to unspecified host C behavior.,Language semantics,,L1,Retained,Yes,DEA-DEC-0227,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0220,Direct C float/double lowering is allowed only on conforming targets; float-using programs fail compilation otherwise.,Portability,,L1 Stage 1,Retained,Yes,DEA-DEC-0228,,,L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0221,Stage 1 does not fold floating arithmetic unless it can guarantee the same result as runtime L1 semantics.,Semantic analysis,,L1 Stage 1,Retained,Yes,DEA-DEC-0229,,,L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0222,"Mixed float/double arithmetic and comparisons widen float to double, with arithmetic results typed double.",Type system,,L1,Retained,Yes,DEA-DEC-0230,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0005-floating-point-semantics.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0223,uint is a 32-bit unsigned builtin lowering to dea_uint.,Type system,,L1,Retained,Yes,DEA-DEC-0231,DEA-REL-0012,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0224,long is a 64-bit signed builtin lowering to dea_long.,Type system,,L1,Retained,Yes,DEA-DEC-0232,DEA-REL-0057,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0225,ulong is a 64-bit unsigned builtin lowering to dea_ulong.,Type system,,L1,Retained,Yes,DEA-DEC-0233,DEA-REL-0058,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0226,Integer literals outside native int use a distinct TT_BIGINT to EX_BIGINT path.,Frontend architecture,,L1 Stage 1,Retained,Yes,DEA-DEC-0234,,,L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0227,EX_BIGINT preserves opaque digit text and its base instead of materializing a bootstrap-native value.,Frontend architecture,,L1 Stage 1,Retained,Yes,DEA-DEC-0235,,,L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0228,"An untyped bigint literal requires an expected uint, long, or ulong context instead of choosing a default wide type.",Type system,,L1,Retained,Yes,DEA-DEC-0236,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0229,"A contextual bigint literal converts to uint, long, or ulong only when its compile-time range check succeeds.",Type system,,L1,Retained,Yes,DEA-DEC-0237,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0230,Negative integer constants cannot contextually initialize uint or ulong.,Type system,,L1,Retained,Yes,DEA-DEC-0238,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0231,Nonliteral narrowing and cross-signedness integer conversions require explicit runtime-checked casts.,Type system,,L1,Retained,Yes,DEA-DEC-0239,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0232,"L1 wide-integer standard-library helpers use _ui, _l, and _ul suffixes while int helpers remain unsuffixed.",Standard library,,L1,Retained,Yes,DEA-DEC-0241,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,l1/docs/decisions/0004-wide-integer-types.md,Partially covered,Yes,L1 ADR-0004 mentions the suffix families but does not consolidate the complete cross-width stdlib API policy. L1 ADR-0004 records the suffix families but does not consolidate the full cross-width standard-library API policy. Included in the prioritized missing-ADR backlog.
DEA-CANON-0233,uint has a direct 32-bit helper family instead of requiring callers to widen to ulong.,Standard library,,L1,Retained,Yes,DEA-DEC-0242,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0234,long mirrors the shared signed int helper surface wherever the semantics remain meaningful.,Standard library,,L1,Retained,Yes,DEA-DEC-0243,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0235,"ulong exposes a selective unsigned surface and omits sign, abs, ediv, and emod spellings.",Standard library,,L1,Retained,Yes,DEA-DEC-0244,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0236,Unsigned quotient helpers use div_* and mod_* because Euclidean and ordinary unsigned division coincide.,Standard library,,L1,Retained,Yes,DEA-DEC-0245,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0237,Total unsigned helpers return plain values rather than nullable wrappers.,Standard library,,L1,Retained,Yes,DEA-DEC-0246,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0238,Fallible signed long helpers use long? for domain or representability failure.,Standard library,,L1,Retained,Yes,DEA-DEC-0247,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0239,Saturating arithmetic remains deferred from the integer standard-library surface.,Standard library,,L1,Deferred,Yes,DEA-DEC-0248,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0240,An explicit cast to a one-level nullable integer converts to the inner integer type and then constructs a present wrapper.,Type system,,L1,Retained,Yes,DEA-DEC-0249,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0241,Contextual int and bigint literals may flow directly into nullable integer contexts.,Type system,,L1,Retained,Yes,DEA-DEC-0250,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0242,The public floating-point standard-library module is named std.real rather than std.float.,Standard library,,L1,Retained,Yes,DEA-DEC-0251,,,L1,l1/docs/reference/standard-library.md,l1/docs/decisions/0005-floating-point-semantics.md,Covered as part of a broader ADR,Yes,Included in the prioritized missing-ADR backlog.
